book_id;goodreads_book_id;best_book_id;work_id;isbn;isbn13;authors;original_publication_year;original_title;language_code;average_rating;ratings_count;work_ratings_count;work_text_reviews_count;ratings_1;ratings_2;ratings_3;ratings_4;ratings_5;image_url;small_image_url
12;13335037;13335037;13155899;62024035;9,78E+23;Veronica Roth;2011.0;Divergent;eng;4.24;1903563;2216814;101023;36315;82870;310297;673028;1114304;https://images.gr-assets.com/books/1328559506m/13335037.jpg;https://images.gr-assets.com/books/1328559506s/13335037.jpg
13;5470;5470;153313;451524934;9,78E+23;George Orwell, Erich Fromm, Celâl Üster;1949.0;Nineteen Eighty-Four;eng;4.14;1956832;2053394;45518;41845;86425;324874;692021;908229;https://images.gr-assets.com/books/1348990566m/5470.jpg;https://images.gr-assets.com/books/1348990566s/5470.jpg
14;7613;7613;2207778;452284244;9,78E+23;George Orwell;1945.0;Animal Farm: A Fairy Story;eng;3.87;1881700;1982987;35472;66854;135147;433432;698642;648912;https://images.gr-assets.com/books/1424037542m/7613.jpg;https://images.gr-assets.com/books/1424037542s/7613.jpg
15;48855;48855;3532896;553296981;9,78E+23;Anne Frank, Eleanor Roosevelt, B.M. Mooyaart-Doubleday;1947.0;Het Achterhuis: Dagboekbrieven 14 juni 1942 - 1 augustus 1944;eng;4.1;1972666;2024493;20825;45225;91270;355756;656870;875372;https://images.gr-assets.com/books/1358276407m/48855.jpg;https://images.gr-assets.com/books/1358276407s/48855.jpg
16;2429135;2429135;1708725;307269752;9,78E+23;Stieg Larsson, Reg Keeland;2005.0;Män som hatar kvinnor;eng;4.11;1808403;1929834;62543;54835;86051;285413;667485;836050;https://images.gr-assets.com/books/1327868566m/2429135.jpg;https://images.gr-assets.com/books/1327868566s/2429135.jpg
17;6148028;6148028;6171458;439023491;9,78E+22;Suzanne Collins;2009.0;Catching Fire;eng;4.3;1831039;1988079;88538;10492;48030;262010;687238;980309;https://images.gr-assets.com/books/1358273780m/6148028.jpg;https://images.gr-assets.com/books/1358273780s/6148028.jpg
18;5;5;2402163;043965548X;9,78E+23;J.K. Rowling, Mary GrandPré, Rufus Beck;1999.0;Harry Potter and the Prisoner of Azkaban;eng;4.53;1832823;1969375;36099;6716;20413;166129;509447;1266670;https://images.gr-assets.com/books/1499277281m/5.jpg;https://images.gr-assets.com/books/1499277281s/5.jpg
19;34;34;3204327;618346252;9,78E+23;J.R.R. Tolkien;1954.0; The Fellowship of the Ring;eng;4.34;1766803;1832541;15333;38031;55862;202332;493922;1042394;https://images.gr-assets.com/books/1298411339m/34.jpg;https://images.gr-assets.com/books/1298411339s/34.jpg
20;7260188;7260188;8812783;439023513;9,78E+23;Suzanne Collins;2010.0;Mockingjay;eng;4.03;1719760;1870748;96274;30144;110498;373060;618271;738775;https://images.gr-assets.com/books/1358275419m/7260188.jpg;https://images.gr-assets.com/books/1358275419s/7260188.jpg
21;2;2;2809203;439358078;9,78E+23;J.K. Rowling, Mary GrandPré;2003.0;Harry Potter and the Order of the Phoenix;eng;4.46;1735368;1840548;28685;9528;31577;180210;494427;1124806;https://images.gr-assets.com/books/1387141547m/2.jpg;https://images.gr-assets.com/books/1387141547s/2.jpg
22;12232938;12232938;1145090;316166685;9,78E+23;Alice Sebold;2002.0;The Lovely Bones;eng;3.77;1605173;1661562;36642;62777;131188;404699;583575;479323;https://images.gr-assets.com/books/1457810586m/12232938.jpg;https://images.gr-assets.com/books/1457810586s/12232938.jpg
23;15881;15881;6231171;439064864;9,78E+23;J.K. Rowling, Mary GrandPré;1998.0;Harry Potter and the Chamber of Secrets;eng;4.37;1779331;1906199;34172;8253;42251;242345;548266;1065084;https://images.gr-assets.com/books/1474169725m/15881.jpg;https://images.gr-assets.com/books/1474169725s/15881.jpg
24;6;6;3046572;439139600;9,78E+22;J.K. Rowling, Mary GrandPré;2000.0;Harry Potter and the Goblet of Fire;eng;4.53;1753043;1868642;31084;6676;20210;151785;494926;1195045;https://images.gr-assets.com/books/1361482611m/6.jpg;https://images.gr-assets.com/books/1361482611s/6.jpg
25;136251;136251;2963218;545010225;9,78E+23;J.K. Rowling, Mary GrandPré;2007.0;Harry Potter and the Deathly Hallows;eng;4.61;1746574;1847395;51942;9363;22245;113646;383914;1318227;https://images.gr-assets.com/books/1474171184m/136251.jpg;https://images.gr-assets.com/books/1474171184s/136251.jpg
26;968;968;2982101;307277674;9,78E+23;Dan Brown;2003.0;The Da Vinci Code;eng;3.79;1447148;1557292;41560;71345;126493;340790;539277;479387;https://images.gr-assets.com/books/1303252999m/968.jpg;https://images.gr-assets.com/books/1303252999s/968.jpg
27;1;1;41335427;439785960;9,78E+23;J.K. Rowling, Mary GrandPré;2005.0;Harry Potter and the Half-Blood Prince;eng;4.54;1678823;1785676;27520;7308;21516;136333;459028;1161491;https://images.gr-assets.com/books/1361039191m/1.jpg;https://images.gr-assets.com/books/1361039191s/1.jpg
28;7624;7624;2766512;140283331;9,78E+23;William Golding;1954.0;Lord of the Flies ;eng;3.64;1605019;1671484;26886;92779;160295;425648;564916;427846;https://images.gr-assets.com/books/1327869409m/7624.jpg;https://images.gr-assets.com/books/1327869409s/7624.jpg
29;18135;18135;3349450;743477111;9,78E+23;William Shakespeare, Robert           Jackson;1595.0;An Excellent conceited Tragedie of Romeo and Juliet;eng;3.73;1628519;1672889;14778;57980;153179;452673;519822;489235;https://images.gr-assets.com/books/1327872146m/18135.jpg;https://images.gr-assets.com/books/1327872146s/18135.jpg
30;8442457;19288043;13306276;297859382;9,78E+23;Gillian Flynn;2012.0;Gone Girl;eng;4.03;512475;1626519;121614;38874;80807;280331;616031;610476;https://images.gr-assets.com/books/1339602131m/8442457.jpg;https://images.gr-assets.com/books/1339602131s/8442457.jpg
31;4667024;4667024;4717423;399155341;9,78E+23;Kathryn Stockett;2009.0;The Help;eng;4.45;1531753;1603545;78204;10235;25117;134887;490754;942552;https://images.gr-assets.com/books/1346100365m/4667024.jpg;https://images.gr-assets.com/books/1346100365s/4667024.jpg
32;890;890;40283;142000671;9,78E+23;John Steinbeck;1937.0;Of Mice and Men ;eng;3.84;1467496;1518741;24642;46630;110856;355169;532291;473795;https://images.gr-assets.com/books/1437235233m/890.jpg;https://images.gr-assets.com/books/1437235233s/890.jpg
33;930;929;1558965;739326228;9,78E+23;Arthur Golden;1997.0;Memoirs of a Geisha;eng;4.08;1300209;1418172;25605;23500;59033;258700;517157;559782;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
34;10818853;10818853;15732562;1612130291;9,78E+23;E.L. James;2011.0;Fifty Shades of Grey;eng;3.67;1338493;1436818;75437;165455;152293;252185;294976;571909;https://images.gr-assets.com/books/1385207843m/10818853.jpg;https://images.gr-assets.com/books/1385207843s/10818853.jpg
35;865;865;4835472;61122416;9,78E+23;Paulo Coelho, Alan R. Clarke;1988.0;O Alquimista;eng;3.82;1299566;1403995;55781;74846;123614;289143;412180;504212;https://images.gr-assets.com/books/1483412266m/865.jpg;https://images.gr-assets.com/books/1483412266s/865.jpg
36;3636;3636;2543234;385732554;9,78E+23;Lois Lowry;1993.0;The Giver;eng;4.12;1296825;1345445;54084;26497;59652;225326;448691;585279;https://images.gr-assets.com/books/1342493368m/3636.jpg;https://images.gr-assets.com/books/1342493368s/3636.jpg
37;100915;100915;4790821;60764899;9,78E+23;C.S. Lewis;1950.0;The Lion, the Witch and the Wardrobe;eng;4.19;1531800;1584884;15186;19309;55542;262038;513366;734629;https://images.gr-assets.com/books/1353029077m/100915.jpg;https://images.gr-assets.com/books/1353029077s/100915.jpg
38;14050;18619684;2153746;965818675;9,78E+23;Audrey Niffenegger;2003.0;The Time Traveler's Wife;eng;3.95;746287;1308667;43382;44339;85429;257805;427210;493884;https://images.gr-assets.com/books/1437728815m/14050.jpg;https://images.gr-assets.com/books/1437728815s/14050.jpg
39;13496;13496;1466917;553588486;9,78E+23;George R.R. Martin;1996.0;A Game of Thrones;eng;4.45;1319204;1442220;46205;19988;28983;114092;404583;874574;https://images.gr-assets.com/books/1436732693m/13496.jpg;https://images.gr-assets.com/books/1436732693s/13496.jpg
40;19501;19501;3352398;143038419;9,78E+23;Elizabeth Gilbert;2006.0;Eat, pray, love: one woman's search for everything across Italy, India and Indonesia;eng;3.51;1181647;1206597;49714;100373;149549;310212;332191;314272;https://images.gr-assets.com/books/1503066414m/19501.jpg;https://images.gr-assets.com/books/1503066414s/19501.jpg
41;28187;28187;3346751;786838655;9,78E+23;Rick Riordan;2005.0;The Lightning Thief;eng;4.23;1366265;1411114;46006;18303;48294;219638;435514;689365;https://images.gr-assets.com/books/1400602609m/28187.jpg;https://images.gr-assets.com/books/1400602609s/28187.jpg
42;1934;1934;3244642;451529308;9,78E+22;Louisa May Alcott;1868.0;Little Women;en-US;4.04;1257121;1314293;17090;31645;70011;250794;426280;535563;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
43;10210;10210;2977639;142437204;9,78E+23;Charlotte Brontë, Michael Mason;1847.0;Jane Eyre;eng;4.1;1198557;1286135;31212;35132;64274;212294;400214;574221;https://images.gr-assets.com/books/1327867269m/10210.jpg;https://images.gr-assets.com/books/1327867269s/10210.jpg
44;15931;15931;1498135;553816713;9,78E+23;Nicholas Sparks;1996.0;The Notebook;eng;4.06;1053403;1076749;17279;41395;63432;176469;298259;497194;https://images.gr-assets.com/books/1385738917m/15931.jpg;https://images.gr-assets.com/books/1385738917s/15931.jpg
45;4214;4214;1392700;770430074;9,78E+23;Yann Martel;2001.0;Life of Pi;;3.88;1003228;1077431;42962;39768;74331;218702;384164;360466;https://images.gr-assets.com/books/1320562005m/4214.jpg;https://images.gr-assets.com/books/1320562005s/4214.jpg
46;43641;43641;3441236;1565125606;9,78E+22;Sara Gruen;2006.0;Water for Elephants;eng;4.07;1068146;1108839;55732;16705;49832;200154;417328;424820;https://images.gr-assets.com/books/1494428973m/43641.jpg;https://images.gr-assets.com/books/1494428973s/43641.jpg
47;19063;19063;878368;375831002;9,78E+21;Markus Zusak;2005.0;The Book Thief;eng;4.36;1159741;1287798;93611;17892;35360;135272;377218;722056;https://images.gr-assets.com/books/1390053681m/19063.jpg;https://images.gr-assets.com/books/1390053681s/19063.jpg
48;4381;4381;1272463;307347974;9,78E+23;Ray Bradbury;1953.0;Fahrenheit 451;spa;3.97;570498;1176240;30694;28366;64289;238242;426292;419051;https://images.gr-assets.com/books/1351643740m/4381.jpg;https://images.gr-assets.com/books/1351643740s/4381.jpg
49;49041;49041;3203964;316160199;9,78E+23;Stephenie Meyer;2006.0;New Moon (Twilight, #2);eng;3.52;1149630;1199000;44020;102837;160660;294207;290612;350684;https://images.gr-assets.com/books/1361039440m/49041.jpg;https://images.gr-assets.com/books/1361039440s/49041.jpg
50;30119;30119;30518;60513039;9,78E+23;Shel Silverstein;1974.0;Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein;eng;4.29;1016888;1023781;9234;16590;30792;139024;293222;544153;https://images.gr-assets.com/books/1168052448m/30119.jpg;https://images.gr-assets.com/books/1168052448s/30119.jpg
51;256683;256683;2267189;1416914285;9,78E+23;Cassandra Clare;2007.0;City of Bones;eng;4.12;1154031;1241799;51589;34122;65349;203466;356048;582814;https://images.gr-assets.com/books/1432730315m/256683.jpg;https://images.gr-assets.com/books/1432730315s/256683.jpg
52;428263;428263;2675454;316160202;9,78E+23;Stephenie Meyer;2007.0;Eclipse;en-US;3.69;1134511;1176642;35216;83094;124293;260763;309358;399134;https://images.gr-assets.com/books/1361038355m/428263.jpg;https://images.gr-assets.com/books/1361038355s/428263.jpg
53;113436;113436;3178011;375826696;9,78E+22;Christopher Paolini;2002.0;Eragon;en-US;3.86;1104021;1125231;18280;50563;88536;240157;337943;408032;https://images.gr-assets.com/books/1366212852m/113436.jpg;https://images.gr-assets.com/books/1366212852s/113436.jpg
54;11;386162;3078186;345391802;9,78E+22;Douglas Adams;1979.0;The Hitchhiker's Guide to the Galaxy;en-US;4.2;936782;1006479;20345;21764;41962;145173;299579;498001;https://images.gr-assets.com/books/1327656754m/11.jpg;https://images.gr-assets.com/books/1327656754s/11.jpg
55;5129;5129;3204877;60929871;9,78E+23;Aldous Huxley;1932.0;Brave New World;eng;3.97;1022601;1079135;20095;26367;60328;219895;389379;383166;https://images.gr-assets.com/books/1487389574m/5129.jpg;https://images.gr-assets.com/books/1487389574s/5129.jpg
56;1162543;1162543;2960529;031606792X;9,78E+23;Stephenie Meyer;2008.0;Breaking Dawn;en-US;3.7;1070245;1107709;44550;100994;114893;213402;267706;410714;https://images.gr-assets.com/books/1361039438m/1162543.jpg;https://images.gr-assets.com/books/1361039438s/1162543.jpg
57;37435;37435;3275013;142001740;9,78E+23;Sue Monk Kidd;2001.0;The Secret Life of Bees;en-US;4.01;916189;937393;26522;17500;45455;185631;347540;341267;https://images.gr-assets.com/books/1473454532m/37435.jpg;https://images.gr-assets.com/books/1473454532s/37435.jpg
58;2956;2956;1835605;142437174;9,78E+23;Mark Twain, John Seelye, Guy Cardwell;1884.0;The Adventures of Huckleberry Finn;eng;3.8;953758;1001491;12448;28467;76630;255722;344356;296316;https://images.gr-assets.com/books/1405973850m/2956.jpg;https://images.gr-assets.com/books/1405973850s/2956.jpg
59;24178;24178;987048;64410935;9,78E+23;E.B. White, Garth Williams, Rosemary Wells;1952.0;Charlotte's Web;eng;4.15;1064521;1084842;13044;18450;41124;191415;346090;487763;https://images.gr-assets.com/books/1439632243m/24178.jpg;https://images.gr-assets.com/books/1439632243s/24178.jpg
60;1618;1618;4259809;1400032717;9,78E+23;Mark Haddon;2003.0;The Curious Incident of the Dog in the Night-Time;eng;3.85;867553;915790;35796;21049;58117;218218;355925;262481;https://images.gr-assets.com/books/1479863624m/1618.jpg;https://images.gr-assets.com/books/1479863624s/1618.jpg
61;22557272;22557272;41107568;1594633665;9,78E+23;Paula Hawkins;2015.0;The Girl on the Train;eng;3.88;1008778;1226485;93600;27773;73897;273817;488447;362551;https://images.gr-assets.com/books/1490903702m/22557272.jpg;https://images.gr-assets.com/books/1490903702s/22557272.jpg
62;119322;119322;1536771;679879242;9,78E+23;Philip Pullman;1995.0;Northern Lights;eng;3.94;953970;994914;14915;38382;64591;198764;313147;380030;https://images.gr-assets.com/books/1451271747m/119322.jpg;https://images.gr-assets.com/books/1451271747s/119322.jpg
63;6185;6185;1565818;393978893;9,78E+22;Emily Brontë, Richard J. Dunn;1847.0;Wuthering Heights;eng;3.82;899195;1001135;26157;46469;84084;215320;309180;346082;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
64;10917;10917;1639903;743454537;9,78E+23;Jodi Picoult;2004.0;My Sister's Keeper;eng;4.06;863879;887880;30719;17547;42763;162573;314003;350994;https://images.gr-assets.com/books/1369504683m/10917.jpg;https://images.gr-assets.com/books/1369504683s/10917.jpg
65;4981;4981;1683562;385333846;9,78E+23;Kurt Vonnegut Jr.;1969.0;Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death ;eng;4.06;846488;891762;19646;24964;45518;152442;300948;367890;https://images.gr-assets.com/books/1440319389m/4981.jpg;https://images.gr-assets.com/books/1440319389s/4981.jpg
66;18405;18405;3358283;446675539;9,78E+23;Margaret Mitchell;1936.0;Gone with the Wind;eng;4.28;873981;897303;16050;19996;33136;116160;234290;493721;https://images.gr-assets.com/books/1328025229m/18405.jpg;https://images.gr-assets.com/books/1328025229s/18405.jpg
67;128029;128029;3271379;1594489505;9,78E+22;Khaled Hosseini;2007.0;A Thousand Splendid Suns;eng;4.34;818742;866065;43645;6509;18015;99030;295817;446694;https://images.gr-assets.com/books/1345958969m/128029.jpg;https://images.gr-assets.com/books/1345958969s/128029.jpg
68;22628;22628;2236198;671027344;9,78E+23;Stephen Chbosky;1999.0;The Perks of Being a Wallflower;eng;4.21;888806;954905;47116;14286;38658;143440;297501;461020;https://images.gr-assets.com/books/1167352178m/22628.jpg;https://images.gr-assets.com/books/1167352178s/22628.jpg
69;11735983;11735983;15524542;7442912;9,78E+23;Veronica Roth;2012.0;Insurgent;eng;4.07;836362;947338;55873;10641;44620;182131;339977;369969;https://images.gr-assets.com/books/1325667729m/11735983.jpg;https://images.gr-assets.com/books/1325667729s/11735983.jpg
70;375802;375802;2422333;812550706;9,78E+22;Orson Scott Card;1985.0;Ender's Game;eng;4.3;813439;873417;38054;15330;27612;103439;264207;462829;https://images.gr-assets.com/books/1408303130m/375802.jpg;https://images.gr-assets.com/books/1408303130s/375802.jpg
71;18490;18490;4836639;141439475;9,78E+23;Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle;1818.0;Frankenstein: or, The Modern Prometheus;eng;3.75;808589;883563;19993;29366;74142;231022;300495;248538;https://images.gr-assets.com/books/1381512375m/18490.jpg;https://images.gr-assets.com/books/1381512375s/18490.jpg
72;11588;11588;849585;450040186;9,78E+23;Stephen King;1977.0;The Shining;eng;4.17;791850;830881;14936;18487;28981;123862;277393;382158;https://images.gr-assets.com/books/1353277730m/11588.jpg;https://images.gr-assets.com/books/1353277730s/11588.jpg
73;1656001;1656001;3328799;316068047;9,78E+23;Stephenie Meyer;2008.0;The Host;en-US;3.84;749780;777560;39778;44215;62501;154906;227180;288758;https://images.gr-assets.com/books/1318009171m/1656001.jpg;https://images.gr-assets.com/books/1318009171s/1656001.jpg
74;99561;99561;919292;142402516;9,78E+23;John Green;2005.0;Looking for Alaska;eng;4.09;783470;831285;47128;16940;44232;147324;262932;359857;https://images.gr-assets.com/books/1394798630m/99561.jpg;https://images.gr-assets.com/books/1394798630s/99561.jpg
75;227443;227443;3185154;014028009X;9,78E+22;Helen Fielding;1996.0;;eng;3.75;736498;754498;8157;28973;59309;198555;254836;212825;https://images.gr-assets.com/books/1292060045m/227443.jpg;https://images.gr-assets.com/books/1292060045s/227443.jpg
76;14935;14935;2809709;141439661;9,78E+23;Jane Austen, Tony Tanner, Ros Ballaster;1811.0;Sense and Sensibility;eng;4.06;738894;779382;11526;18430;34699;141987;272512;311754;https://images.gr-assets.com/books/1397245675m/14935.jpg;https://images.gr-assets.com/books/1397245675s/14935.jpg
77;38709;38709;1679789;439244196;9,78E+23;Louis Sachar, Louis Sachar;1998.0;Holes;eng;3.93;747445;764637;15832;15495;43786;176946;269153;259257;https://images.gr-assets.com/books/1327781893m/38709.jpg;https://images.gr-assets.com/books/1327781893s/38709.jpg
78;5139;5139;38765;307275558;9,78E+23;Lauren Weisberger;2003.0;The Devil Wears Prada;eng;3.7;665930;679845;8024;24231;58323;192366;226675;178250;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
79;1381;1381;3356006;143039954;9,78E+23;Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox;-720.0;Ὀδύσσεια;eng;3.73;670326;710757;8101;29703;65629;183082;224120;208223;https://images.gr-assets.com/books/1390173285m/1381.jpg;https://images.gr-assets.com/books/1390173285s/1381.jpg
80;157993;157993;2180358;156012197;9,78E+22;Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta;1946.0;Le Petit Prince;eng;4.28;738757;859286;24537;15039;32866;114714;228440;468227;https://images.gr-assets.com/books/1367545443m/157993.jpg;https://images.gr-assets.com/books/1367545443s/157993.jpg
81;7445;7445;2944133;074324754X;9,78E+23;Jeannette Walls;2005.0;The Glass Castle;eng;4.24;621099;637866;40777;7901;18922;85191;227750;298102;https://images.gr-assets.com/books/1400930557m/7445.jpg;https://images.gr-assets.com/books/1400930557s/7445.jpg
82;1845;1845;3284484;385486804;9,78E+22;Jon Krakauer;1996.0;Into the Wild;eng;3.94;647684;665377;17299;19229;35567;135199;248287;227095;https://images.gr-assets.com/books/1403173986m/1845.jpg;https://images.gr-assets.com/books/1403173986s/1845.jpg
83;1953;1953;2956372;141439602;9,78E+22;Charles Dickens, Richard Maxwell, Hablot Knight Browne;1859.0;A Tale of Two Cities;eng;3.81;637412;677713;13093;28904;55555;153305;216378;223571;https://images.gr-assets.com/books/1344922523m/1953.jpg;https://images.gr-assets.com/books/1344922523s/1953.jpg
84;7677;6424171;3376836;030734813X;9,78E+23;Michael Crichton;1990.0;Jurassic Park;spa;3.96;447833;650483;8143;15736;34222;138327;231583;230615;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
85;370493;370493;30530;60256656;9,78E+23;Shel Silverstein;1964.0;The Giving Tree;eng;4.38;702332;708287;14368;15345;20408;76071;167542;428921;https://images.gr-assets.com/books/1174210942m/370493.jpg;https://images.gr-assets.com/books/1174210942s/370493.jpg
86;32542;32542;1804929;385338600;9,78E+23;John Grisham;1989.0;A Time to Kill;eng;4.03;597775;608824;4239;12106;25938;122675;218617;229488;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
87;1617;1617;265616;374500010;9,78E+23;Elie Wiesel, Marion Wiesel;1958.0;Un di Velt Hot Geshvign;eng;4.3;691231;707879;22001;7761;18539;90575;230227;360777;https://images.gr-assets.com/books/1473495285m/1617.jpg;https://images.gr-assets.com/books/1473495285s/1617.jpg
88;6442769;6442769;3364505;014241493X;9,78E+23;John Green;2008.0;Paper Towns;en-US;3.88;461311;655271;42717;14105;47183;154479;223895;215609;https://images.gr-assets.com/books/1349013610m/6442769.jpg;https://images.gr-assets.com/books/1349013610s/6442769.jpg
89;21787;21787;992628;345418263;9,78E+23;William Goldman;1973.0;The Princess Bride;en-US;4.25;628637;658042;15630;12883;21641;89236;196047;338235;https://images.gr-assets.com/books/1327903636m/21787.jpg;https://images.gr-assets.com/books/1327903636s/21787.jpg
90;231804;231804;1426690;014038572X;9,78E+23;S.E. Hinton;1967.0;The Outsiders;en-US;4.06;659248;680437;22662;10178;34346;134244;227250;274419;https://images.gr-assets.com/books/1442129426m/231804.jpg;https://images.gr-assets.com/books/1442129426s/231804.jpg
91;6186357;6186357;6366642;385737947;9,78E+23;James Dashner;2009.0;The Maze Runner;eng;4.02;719925;777956;48942;15291;43370;150488;266698;302109;https://images.gr-assets.com/books/1375596592m/6186357.jpg;https://images.gr-assets.com/books/1375596592s/6186357.jpg
92;1202;1202;5397;61234001;9,78E+21;Steven D. Levitt, Stephen J. Dubner;2005.0;Freakonomics: A Rogue Economist Explores the Hidden Side of Everything;en-US;3.93;524191;549301;13668;14586;26538;115789;216316;176072;https://images.gr-assets.com/books/1327909092m/1202.jpg;https://images.gr-assets.com/books/1327909092s/1202.jpg
93;2998;2998;3186437;517189607;9,78E+22;Frances Hodgson Burnett;1911.0;The Secret Garden;eng;4.12;639357;692249;13054;8005;25207;129646;243821;285570;https://images.gr-assets.com/books/1327873635m/2998.jpg;https://images.gr-assets.com/books/1327873635s/2998.jpg
94;320;320;3295655;60531045;9,78E+23;Gabriel García Márquez, Gregory Rabassa;1967.0;Cien años de soledad;eng;4.04;490565;575667;21671;27340;37646;87675;155809;267197;https://images.gr-assets.com/books/1327881361m/320.jpg;https://images.gr-assets.com/books/1327881361s/320.jpg
95;5297;5297;1858012;375751513;9,78E+23;Oscar Wilde, Jeffrey Eugenides;1891.0;The Picture of Dorian Gray;eng;4.06;590014;674551;19647;9825;30735;129420;246892;257679;https://images.gr-assets.com/books/1424596966m/5297.jpg;https://images.gr-assets.com/books/1424596966s/5297.jpg
96;13536860;13536860;18034963;345803507;9,78E+22;E.L. James;2012.0;Fifty Shades Freed;eng;3.88;387290;610116;25287;39079;55691;109963;140304;265079;https://images.gr-assets.com/books/1336418837m/13536860.jpg;https://images.gr-assets.com/books/1336418837s/13536860.jpg
97;17245;17245;3165724;393970124;9,78E+23;Bram Stoker, Nina Auerbach, David J. Skal;1897.0;Dracula;eng;3.98;618973;689739;17263;11756;36719;151396;246043;243825;https://images.gr-assets.com/books/1387151694m/17245.jpg;https://images.gr-assets.com/books/1387151694s/17245.jpg
